,Article,Predictions,Labels,Logit_real(0),Logit_fake(1)
137,137,0,0,3.3010237216949463,-3.6911630630493164
138,138,0,0,0.8994110822677612,-0.821965754032135
139,139,1,1,-1.082401990890503,1.3887755870819092
140,140,0,0,0.16002798080444336,-0.14138086140155792
141,141,1,1,-3.5258469581604004,4.31547737121582
142,142,0,0,3.7439498901367188,-4.340292930603027
143,143,1,0,-3.439028739929199,4.213343620300293
144,144,0,0,3.578052520751953,-4.15404748916626
145,145,0,0,1.6478466987609863,-1.7684407234191895
146,146,1,1,-0.18752150237560272,0.2380361557006836
147,147,1,0,-0.8799905776977539,1.1173021793365479
148,148,0,1,1.657308578491211,-1.816474199295044
149,149,0,0,2.7512006759643555,-3.039578676223755
150,150,1,1,-3.603036403656006,4.450070381164551
151,151,0,0,3.6880340576171875,-4.306197166442871
152,152,0,0,3.5728721618652344,-4.099445343017578
153,153,1,1,-3.747309684753418,4.629664421081543
154,154,0,0,0.16932599246501923,-0.059911780059337616
155,155,0,0,3.574056625366211,-4.193564414978027
156,156,0,1,1.6596068143844604,-1.7863850593566895
157,157,0,0,3.3451955318450928,-3.8018009662628174
158,158,0,0,2.360440731048584,-2.5641798973083496
159,159,0,0,3.1861732006073,-3.536839008331299
160,160,0,0,3.717130422592163,-4.244682788848877
161,161,0,0,3.322787284851074,-3.7545323371887207
162,162,0,0,3.679762363433838,-4.264693260192871
163,163,0,1,2.809899091720581,-3.1507670879364014
164,164,1,0,-2.3438892364501953,2.903895378112793
165,165,0,0,2.172759771347046,-2.4981045722961426
166,166,0,0,3.6138381958007812,-4.148097515106201
167,167,0,0,3.9234981536865234,-4.595409870147705
168,168,0,0,3.7027244567871094,-4.284521102905273
169,169,0,0,3.3817548751831055,-3.8393335342407227
170,170,0,0,3.8498501777648926,-4.507857799530029
171,171,1,1,-3.661269187927246,4.462209701538086
172,172,0,0,3.8404924869537354,-4.513698577880859
173,173,1,1,-2.1588668823242188,2.453202962875366
174,174,0,0,3.9252753257751465,-4.625196933746338
175,175,0,0,3.4854328632354736,-4.011785507202148
176,176,0,1,0.36827537417411804,-0.45769932866096497
177,177,1,0,-2.50516676902771,2.9666659832000732
178,178,0,0,3.3122146129608154,-3.9918768405914307
179,179,0,0,3.245941162109375,-3.808809757232666
180,180,0,0,3.7479119300842285,-4.278830528259277
181,181,0,0,2.3801681995391846,-2.5869274139404297
182,182,0,0,2.798556327819824,-3.1603026390075684
183,183,0,0,3.241196632385254,-3.8029627799987793
184,184,0,0,2.222914457321167,-2.4276881217956543
185,185,1,0,-3.720372200012207,4.585968017578125
186,186,0,0,3.6691768169403076,-4.296694278717041
187,187,0,1,2.8609619140625,-3.1422135829925537
188,188,0,0,0.25376975536346436,-0.28475674986839294
189,189,0,0,3.937781810760498,-4.586836338043213
190,190,0,0,3.890254497528076,-4.568435192108154
191,191,0,0,3.1520462036132812,-3.6700005531311035
192,192,0,0,3.796353816986084,-4.465742588043213
193,193,0,0,3.300299644470215,-3.7824978828430176
194,194,0,0,3.767099380493164,-4.452179431915283
195,195,0,0,3.5077853202819824,-4.059164524078369
196,196,0,1,3.6348819732666016,-4.180417060852051
197,197,0,0,3.650416851043701,-4.265272617340088
198,198,1,1,-3.6645970344543457,4.449455261230469
199,199,0,0,2.7906293869018555,-3.066577911376953
200,200,0,0,3.4400556087493896,-3.94745135307312
201,201,0,0,3.5761237144470215,-4.168257713317871
202,202,0,0,3.1732566356658936,-3.676778793334961
203,203,0,0,3.825101852416992,-4.468664169311523
204,204,1,0,-1.8648985624313354,2.041865348815918
205,205,0,0,3.889479398727417,-4.5185770988464355
206,206,0,0,3.8521928787231445,-4.520164489746094
207,207,0,0,1.028977394104004,-1.0223275423049927
208,208,0,0,3.9412336349487305,-4.669014930725098
209,209,0,0,0.8937761783599854,-0.8237741589546204
210,210,0,0,3.784393310546875,-4.42318058013916
211,211,0,0,3.3524913787841797,-3.854698657989502
212,212,0,0,3.734631061553955,-4.276825428009033
213,213,0,0,3.9213991165161133,-4.622014999389648
214,214,0,0,3.766296863555908,-4.4117960929870605
215,215,0,0,3.844369411468506,-4.505118370056152
216,216,0,0,3.2933568954467773,-3.6689453125
217,217,0,0,3.776803493499756,-4.417218208312988
218,218,0,0,3.123530387878418,-3.53973650932312
219,219,0,1,3.4983043670654297,-3.9164655208587646
220,220,0,0,3.8753628730773926,-4.507673263549805
221,221,0,0,3.858609199523926,-4.484870910644531
222,222,0,0,3.203087329864502,-3.687225341796875
223,223,0,0,3.1489205360412598,-3.691211223602295
224,224,1,0,-0.9894254803657532,1.2222174406051636
225,225,0,0,3.4223146438598633,-3.933917760848999
226,226,0,0,3.0527472496032715,-3.5561485290527344
227,227,0,0,3.6248104572296143,-4.256378173828125
228,228,0,0,3.70908260345459,-4.323264122009277
229,229,0,0,2.831082582473755,-3.1477556228637695
230,230,0,0,3.6688060760498047,-4.234864234924316
231,231,0,0,3.961137294769287,-4.6490607261657715
232,232,0,0,3.8522307872772217,-4.461737632751465
233,233,0,0,3.142186164855957,-3.5385818481445312
234,234,0,0,3.8214235305786133,-4.476151466369629
235,235,0,0,3.0761077404022217,-3.4588265419006348
236,236,0,0,3.5435519218444824,-4.1073408126831055
237,237,0,0,3.34926700592041,-3.8333988189697266
238,238,0,0,3.6219985485076904,-4.2293853759765625
239,239,0,0,2.389303684234619,-2.589200496673584
240,240,1,0,-0.11677911877632141,0.09011202305555344
241,241,1,1,-3.7428464889526367,4.564273834228516
242,242,0,0,3.767698287963867,-4.391182899475098
243,243,0,0,3.420654058456421,-3.8899896144866943
244,244,0,0,3.924347400665283,-4.654776573181152
245,245,0,0,2.173313617706299,-2.48982310295105
246,246,0,1,3.640026330947876,-4.2443437576293945
247,247,1,1,-2.102341413497925,2.5446689128875732
248,248,0,0,3.6835062503814697,-4.263394355773926
249,249,0,0,3.843852996826172,-4.499414920806885
250,250,1,1,-3.373222827911377,4.076206207275391
251,251,0,1,3.571310520172119,-4.039390563964844
252,252,1,1,-1.852832317352295,2.1596412658691406
253,253,0,0,3.810108184814453,-4.4808549880981445
254,254,0,1,2.4521968364715576,-2.6280596256256104
255,255,0,0,1.3029735088348389,-1.3126248121261597
256,256,0,0,2.19618558883667,-2.397153854370117
257,257,1,1,-3.6040968894958496,4.3741912841796875
258,258,0,0,3.828065872192383,-4.483310699462891
259,259,0,1,1.7479429244995117,-1.9423048496246338
260,260,0,0,1.7492027282714844,-1.8161702156066895
261,261,0,0,3.8452353477478027,-4.469030380249023
262,262,0,0,3.4741337299346924,-3.907827854156494
263,263,1,1,-0.2969897389411926,0.36099013686180115
264,264,0,0,3.721266508102417,-4.369174480438232
265,265,0,1,3.639057159423828,-4.17936897277832
266,266,0,0,3.75950288772583,-4.346712112426758
267,267,1,1,-2.3531737327575684,2.6957955360412598
268,268,0,0,0.8747819662094116,-1.0100970268249512
269,269,0,0,0.3990514874458313,-0.38300299644470215
270,270,0,0,3.4800102710723877,-4.012490749359131
271,271,1,0,-2.7291150093078613,3.2207136154174805
272,272,0,0,3.650402545928955,-4.325333595275879
273,273,0,0,0.2884351313114166,-0.3021062910556793
274,274,1,0,-0.04348865896463394,0.04816177487373352
275,275,0,0,3.2880301475524902,-3.842538833618164
276,276,0,1,3.4195291996002197,-3.7989606857299805
277,277,1,1,-3.1716058254241943,3.780379056930542
278,278,0,0,1.3622865676879883,-1.4213371276855469
279,279,0,0,1.980863332748413,-2.1658239364624023
280,280,0,0,3.692978858947754,-4.308531761169434
281,281,0,0,3.2476260662078857,-3.7111613750457764
282,282,0,0,3.940932035446167,-4.6803483963012695
283,283,0,0,0.9585110545158386,-1.0261831283569336
284,284,0,0,3.400430679321289,-3.9498982429504395
285,285,0,1,2.058168411254883,-2.0684309005737305
286,286,0,1,3.805527687072754,-4.329072952270508
287,287,0,0,3.779019832611084,-4.379166603088379
288,288,0,0,3.8684141635894775,-4.481209754943848
289,289,1,1,-3.8002943992614746,4.636885166168213
290,290,0,0,3.560009241104126,-4.112479209899902
291,291,0,0,0.6170977354049683,-0.5608465075492859
292,292,1,0,-1.815466284751892,2.147592544555664
293,293,0,0,3.96915864944458,-4.699682235717773
294,294,0,0,3.316399574279785,-3.798412322998047
295,295,0,0,3.6693711280822754,-4.291434288024902
296,296,0,0,3.806529998779297,-4.380763530731201
297,297,0,1,3.3212437629699707,-3.7942235469818115
298,298,1,1,-3.028289794921875,3.604055166244507
299,299,0,0,2.9159116744995117,-3.221519947052002
300,300,0,0,3.827756643295288,-4.449113845825195
301,301,0,0,2.8252995014190674,-3.232422113418579
302,302,0,0,3.5402889251708984,-4.112509250640869
303,303,0,0,2.6434497833251953,-2.8260715007781982
304,304,0,0,3.8653478622436523,-4.522161483764648
305,305,0,0,2.751960277557373,-3.0173568725585938
306,306,0,0,3.212240219116211,-3.6935930252075195
307,307,0,0,0.30655795335769653,-0.3243967294692993
308,308,0,1,3.5727715492248535,-4.121004581451416
309,309,0,0,3.6234211921691895,-4.268065452575684
310,310,0,1,3.8427228927612305,-4.556583404541016
311,311,0,0,3.94901967048645,-4.638159275054932
312,312,0,0,1.3250367641448975,-1.3335574865341187
313,313,0,0,3.6873271465301514,-4.252555847167969
314,314,1,1,-2.365384101867676,2.8477251529693604
315,315,0,0,1.5531145334243774,-1.5857354402542114
316,316,0,0,2.515542984008789,-2.7451157569885254
317,317,0,0,3.8824195861816406,-4.552006721496582
318,318,0,0,3.5224251747131348,-4.047660827636719
319,319,0,0,3.591331958770752,-4.190603733062744
320,320,1,0,-0.12384367734193802,0.16746430099010468
321,321,0,0,3.7831034660339355,-4.440727233886719
322,322,0,0,2.8598647117614746,-3.152507781982422
323,323,0,0,3.6199398040771484,-4.200594902038574
324,324,0,0,0.1859036237001419,-0.11240386217832565
325,325,0,1,3.694495677947998,-4.243945121765137
326,326,1,1,-1.783500075340271,2.061460018157959
327,327,0,0,3.80540132522583,-4.403695106506348
328,328,0,0,0.9117872714996338,-0.968576192855835
329,329,0,1,0.13640208542346954,0.13592860102653503
330,330,0,0,3.5046606063842773,-4.044716835021973
331,331,0,1,3.5365991592407227,-4.053504943847656
332,332,0,0,2.6652424335479736,-3.020777940750122
333,333,0,0,3.7165908813476562,-4.315903663635254
334,334,0,0,2.967740535736084,-3.356276273727417
335,335,0,0,2.728998899459839,-3.025015115737915
336,336,1,1,-1.8527717590332031,2.2394981384277344
337,337,1,1,-3.4463906288146973,4.161638259887695
338,338,0,0,3.526615619659424,-4.142500400543213
339,339,0,0,3.8322668075561523,-4.477021217346191
340,340,0,0,1.2229069471359253,-1.1990364789962769
341,341,1,1,-2.2824649810791016,2.8132472038269043
342,342,0,0,3.545718193054199,-4.104676246643066
343,343,0,1,3.0121192932128906,-3.4075069427490234
344,344,0,0,3.9524312019348145,-4.657944679260254
345,345,0,0,3.4969496726989746,-4.038137435913086
346,346,1,1,-3.099451780319214,3.6825180053710938
347,347,0,0,2.3488521575927734,-2.65579891204834
348,348,0,0,3.937958240509033,-4.671004295349121
349,349,0,0,3.8750853538513184,-4.521003723144531
350,350,0,0,3.9151771068573,-4.583921432495117
351,351,0,0,3.1525959968566895,-3.4811224937438965
352,352,0,0,3.854283332824707,-4.534799575805664
353,353,1,1,-3.7348859310150146,4.5474042892456055
354,354,0,1,0.0013003017520532012,-0.0010473603615537286
355,355,0,0,1.4585483074188232,-1.2888710498809814
356,356,1,0,-0.8873907923698425,1.131535530090332
357,357,1,1,-3.5943737030029297,4.390050888061523
358,358,0,0,3.6549253463745117,-4.236200332641602
359,359,1,1,-3.200212240219116,3.8786001205444336
360,360,0,0,3.6998839378356934,-4.3117265701293945
361,361,0,0,3.8673200607299805,-4.486389636993408
362,362,1,0,-0.0407772995531559,0.1169009804725647
363,363,1,0,-2.473832607269287,2.9497923851013184
364,364,0,0,0.9567055106163025,-1.0508829355239868
365,365,0,0,3.1525959968566895,-3.4811224937438965
366,366,0,0,3.5945258140563965,-4.134944915771484
367,367,0,1,3.3811230659484863,-3.907620906829834
368,368,1,0,-3.5348758697509766,4.284447193145752
369,369,0,0,3.604600429534912,-4.198678970336914
370,370,1,1,-0.5214016437530518,0.5390888452529907
371,371,0,0,3.037707805633545,-3.4733211994171143
372,372,0,0,0.8750848770141602,-0.8698218464851379
373,373,0,0,0.3871302008628845,-0.37050923705101013
374,374,0,0,3.7006545066833496,-4.335028648376465
375,375,0,0,3.3816118240356445,-3.965195655822754
376,376,1,0,-0.35454943776130676,0.4086167514324188
377,377,0,1,2.4272384643554688,-2.7006797790527344
378,378,0,0,3.565016269683838,-4.116786956787109
379,379,0,1,0.6031101942062378,-0.4602784812450409
380,380,0,0,3.4117822647094727,-3.913005828857422
381,381,1,1,-3.5475101470947266,4.2496819496154785
382,382,0,0,3.7771027088165283,-4.462325096130371
383,383,0,0,0.9331908226013184,-0.92823725938797
384,384,0,1,3.174445152282715,-3.520960807800293
385,385,1,1,-3.040285348892212,3.6909377574920654
386,386,0,0,3.2783548831939697,-3.7919135093688965
387,387,0,0,3.7365097999572754,-4.386180400848389
388,388,0,1,0.3473743200302124,-0.44332075119018555
389,389,0,0,3.084268569946289,-3.620673179626465
390,390,0,0,0.5557978749275208,-0.5975985527038574
391,391,0,1,3.8698534965515137,-4.590390205383301
392,392,0,0,3.5383713245391846,-4.069087028503418
393,393,0,0,1.7079004049301147,-1.7776997089385986
394,394,0,0,3.330970287322998,-3.8595290184020996
395,395,0,0,3.7855632305145264,-4.408552646636963
396,396,0,0,3.6343190670013428,-4.211574077606201
397,397,0,0,0.0960698202252388,-0.08155923336744308
398,398,0,0,3.925344467163086,-4.5824079513549805
399,399,0,0,3.438807487487793,-3.98140811920166
400,400,0,0,3.129693031311035,-3.566336154937744
401,401,1,0,-3.674781322479248,4.464773178100586
402,402,0,0,0.7204232215881348,-0.6909089684486389
403,403,0,0,2.274167060852051,-2.494594097137451
404,404,0,0,3.899393081665039,-4.575540542602539
405,405,0,0,3.57332181930542,-4.068037986755371
406,406,0,0,3.3156895637512207,-3.7831552028656006
407,407,0,0,3.861156940460205,-4.487427711486816
408,408,0,0,3.973555564880371,-4.698489665985107
409,409,0,0,3.9685659408569336,-4.610945701599121
410,410,0,0,3.503584623336792,-4.080294609069824
411,411,1,0,-2.087383270263672,2.485487937927246
412,412,0,0,3.7186903953552246,-4.368984222412109
413,413,0,0,3.0524516105651855,-3.5970497131347656
414,414,0,0,1.3494153022766113,-1.4502031803131104
415,415,0,0,1.556489109992981,-1.5950098037719727
416,416,0,0,3.7761354446411133,-4.375453948974609
417,417,0,0,1.7421388626098633,-1.8676306009292603
418,418,0,1,3.0326507091522217,-3.3794195652008057
419,419,1,1,-3.760321617126465,4.581809997558594
420,420,1,1,-3.326369047164917,4.000631332397461
421,421,0,0,3.8296103477478027,-4.523564338684082
422,422,1,1,-3.660954236984253,4.426909446716309
423,423,1,1,-2.625797986984253,3.1258225440979004
424,424,0,0,3.693631649017334,-4.275834083557129
425,425,0,0,3.4837827682495117,-3.979964256286621
426,426,0,0,3.214015007019043,-3.562931776046753
427,427,0,0,3.666083335876465,-4.309939384460449
428,428,1,1,-3.570509433746338,4.315020561218262
429,429,0,0,0.9585110545158386,-1.0261831283569336
430,430,1,1,-2.105315923690796,2.4561924934387207
431,431,0,0,3.6202993392944336,-4.2113447189331055
432,432,0,0,3.6740260124206543,-4.179360389709473
433,433,0,0,3.069357395172119,-3.298217296600342
434,434,1,0,-1.9576787948608398,2.2303152084350586
435,435,1,1,-2.462815046310425,2.8741228580474854
436,436,0,0,2.647242546081543,-3.169126272201538
437,437,0,0,3.950460195541382,-4.560042858123779
438,438,0,0,3.884049892425537,-4.578005790710449
439,439,0,0,2.982408046722412,-3.434145450592041
440,440,0,0,3.792609691619873,-4.390432357788086
441,441,0,0,3.704143524169922,-4.285358428955078
442,442,0,0,2.7429327964782715,-3.112640380859375
443,443,1,0,-2.6367604732513428,3.185885429382324
444,444,0,0,3.158449649810791,-3.650566339492798
445,445,0,0,3.7524642944335938,-4.334184169769287
446,446,0,0,0.715092658996582,-0.6218779683113098
447,447,1,0,-1.7337607145309448,2.1114120483398438
448,448,0,0,3.1405296325683594,-3.5127038955688477
449,449,0,0,3.8034276962280273,-4.38947057723999
450,450,0,0,2.2150719165802,-2.3771169185638428
451,451,0,1,0.26417917013168335,-0.1795119047164917
452,452,0,0,3.2498042583465576,-3.697713613510132
453,453,0,0,3.3055667877197266,-3.7708816528320312
454,454,0,0,3.9225385189056396,-4.5526018142700195
455,455,0,1,1.1965305805206299,-1.2578198909759521
456,456,0,0,1.5463683605194092,-1.574084758758545
457,457,0,0,3.9286837577819824,-4.575728416442871
458,458,0,0,2.7414116859436035,-3.1501290798187256
459,459,0,1,3.1739232540130615,-3.6032044887542725
460,460,0,0,3.4045610427856445,-3.985569715499878
461,461,1,1,-3.3089046478271484,4.03294563293457
462,462,0,0,3.864276885986328,-4.551278114318848
463,463,0,0,3.5511579513549805,-4.280495643615723
464,464,0,0,2.969572067260742,-3.370791435241699
465,465,1,1,-0.9135082960128784,1.022974967956543
466,466,1,1,-3.7976126670837402,4.627281188964844
467,467,0,0,3.7725086212158203,-4.409873962402344
468,468,0,0,3.760617733001709,-4.377283573150635
469,469,0,0,3.2601332664489746,-3.7176432609558105
470,470,0,0,3.7916643619537354,-4.367853164672852
471,471,1,1,-2.3463551998138428,2.7071900367736816
472,472,0,0,2.55070161819458,-2.814088821411133
473,473,0,0,3.8305344581604004,-4.527195930480957
474,474,0,0,3.6940197944641113,-4.263890266418457
475,475,1,1,-0.01655697450041771,0.021199902519583702
476,476,0,0,3.2340946197509766,-3.7174887657165527
477,477,0,0,3.441774606704712,-3.9646005630493164
478,478,0,0,1.7277438640594482,-1.753261685371399
479,479,0,0,2.3192596435546875,-2.635371208190918
480,480,1,0,-1.9576787948608398,2.2303152084350586
481,481,1,1,-3.538036823272705,4.274432182312012
482,482,0,0,1.6681275367736816,-1.9414215087890625
483,483,0,0,2.154970407485962,-2.3796792030334473
484,484,0,0,3.8349080085754395,-4.464810848236084
485,485,0,1,1.471851110458374,-1.4902637004852295
486,486,1,1,-3.3607993125915527,4.045351982116699
487,487,0,0,3.995076894760132,-4.699098587036133
488,488,0,0,3.5612194538116455,-4.104588985443115
489,489,0,0,1.2731924057006836,-1.3711823225021362
490,490,0,0,1.8797690868377686,-1.9951090812683105
491,491,0,0,3.461195707321167,-3.9350788593292236
492,492,0,0,3.382943630218506,-3.9005959033966064
493,493,1,0,-1.1680471897125244,1.3473163843154907
494,494,0,0,3.5541176795959473,-4.131481647491455
495,495,0,0,3.6955013275146484,-4.269561767578125
496,496,1,1,-3.6518640518188477,4.491583824157715
497,497,0,0,3.6700754165649414,-4.203067779541016
498,498,0,0,3.776430130004883,-4.434393405914307
499,499,0,1,0.296106219291687,-0.2606281340122223
500,500,0,0,3.5937042236328125,-4.151508331298828
501,501,0,0,3.357431650161743,-3.868316650390625
502,502,1,1,-1.172539234161377,1.3212357759475708
503,503,1,1,-3.1713204383850098,3.8290669918060303
504,504,0,0,3.3470170497894287,-3.788588047027588
505,505,0,0,3.706770420074463,-4.2509050369262695
506,506,0,0,3.5178987979888916,-4.127277851104736
507,507,0,0,3.892580509185791,-4.565376281738281
508,508,1,1,-1.3751060962677002,1.426119089126587
509,509,0,0,3.612311363220215,-4.196437835693359
510,510,0,0,2.501858949661255,-2.8250794410705566
511,511,0,0,3.953253984451294,-4.630069732666016
512,512,0,0,3.68458890914917,-4.289673805236816
513,513,0,0,3.834911346435547,-4.466507911682129
514,514,1,1,-3.7241106033325195,4.526527404785156
515,515,1,0,-1.6305525302886963,1.9547350406646729
516,516,0,0,3.4234228134155273,-3.9385762214660645
517,517,0,0,3.777667999267578,-4.312233924865723
518,518,1,1,-3.6900417804718018,4.45119047164917
519,519,0,1,3.7142715454101562,-4.392596244812012
520,520,0,0,3.555696487426758,-4.217465877532959
521,521,0,0,2.9846959114074707,-3.5693349838256836
522,522,1,1,-0.19923348724842072,0.11881852895021439
523,523,1,1,-3.7430899143218994,4.602649688720703
524,524,1,1,-3.572861909866333,4.3364105224609375
525,525,0,0,0.2161342054605484,-0.2663010358810425
526,526,1,1,-2.880558967590332,3.4517815113067627
527,527,1,1,-3.6853384971618652,4.501589775085449
528,528,0,0,3.579221248626709,-4.116373538970947
529,529,0,0,3.520641565322876,-4.079591274261475
530,530,0,1,3.6525630950927734,-4.197765350341797
531,531,0,1,3.0688376426696777,-3.466831684112549
532,532,0,0,2.881089210510254,-3.278439998626709
533,533,0,0,3.483135938644409,-3.9681949615478516
534,534,1,1,-3.0418853759765625,3.69376802444458
535,535,0,0,3.965851068496704,-4.693041801452637
